x_bin,mean_x,n_x,y_coeff,y_se,y_coeff_scale,y_coeff_scale2,spec
13,9.25040928986624,465605,0.0818786801351069,0.001525734748555,12.0972407435655,12.0739707298504,sales22
14,9.31942361444056,449063,0.083405105731015,0.00154711547708858,12.0987671691614,12.0754971554463,sales22
15,9.40384162343774,459983,0.087440450530531,0.00154814127659191,12.1028025139609,12.0795325002459,sales22
16,9.52520919984963,497591,0.102078599271833,0.00152772674629036,12.1174406627022,12.0941706489872,sales22
17,9.65201136048046,419129,0.111748984626652,0.0016186603458008,12.127111048057,12.103841034342,sales22
18,9.85551351633142,471626,0.104075084824502,0.00158548712538716,12.1194371482549,12.0961671345398,sales22
19,10.069143560078,445870,0.123434028642012,0.00162627849826186,12.1387960920724,12.1155260783573,sales22
20,10.8367892362694,458848,0.091986619298691,0.00169289220269776,12.1073486827291,12.084078669014,sales22
1,8.14652520780476,11123,,,7.40574818826774,7.36009913690612,rent11
2,8.56844322048477,13473,0.0500509286937124,0.00685510116638968,7.45579911696145,7.41015006559983,rent11
3,8.66213833359541,15769,0.0458394486821955,0.00667405646760494,7.45158763694993,7.40593858558832,rent11
4,8.72722909216659,11515,0.0414297376717677,0.00687544899652286,7.44717792593951,7.40152887457789,rent11
5,8.79688180955374,9941,0.0621720234213841,0.00713752402499611,7.46792021168912,7.42227116032751,rent11
6,8.86211268571854,12918,0.0568115629693202,0.00684907081589865,7.46255975123706,7.41691069987544,rent11
7,8.90455402226115,11894,0.0899185651801712,0.00692375029331699,7.49566675344791,7.45001770208629,rent11
8,8.9473680606685,9677,0.112148416159477,0.00731219305620592,7.51789660442721,7.4722475530656,rent11
9,8.99857623529067,11190,0.0910241968337924,0.00697566496470514,7.49677238510153,7.45112333373992,rent11
10,9.06719920948583,10521,0.138220967093814,0.00722190513577452,7.54396915536155,7.49832010399994,rent11
11,9.13103424505413,9821,0.147208185014477,0.00732519548524767,7.55295637328221,7.5073073219206,rent11
12,9.1989786467931,9387,0.149798520371471,0.00778013826894452,7.55554670863921,7.50989765727759,rent11
13,9.25199692686662,8200,0.14790691128759,0.00763219100468312,7.55365509955533,7.50800604819371,rent11
14,9.32609486372595,7845,0.173859988665173,0.0078323836789866,7.57960817693291,7.53395912557129,rent11
15,9.39721726067269,7999,0.225325507131058,0.00758983246300402,7.63107369539879,7.58542464403718,rent11
16,9.51570546236723,7522,0.159980509473027,0.00780041725184893,7.56572869774076,7.52007964637915,rent11
17,9.64395487613518,4748,0.226907525739761,0.00919663147147821,7.6326557140075,7.58700666264589,rent11
18,9.85741610079299,3815,0.231367254863486,0.0096446381311748,7.63711544313122,7.59146639176961,rent11
19,10.0604572296007,5034,0.235699308326055,0.00881765423657508,7.64144749659379,7.59579844523218,rent11
20,10.749779242129,3066,0.215905038685497,0.0101937788123362,7.62165322695323,7.57600417559162,rent11
1,8.14652520780476,11123,,,7.40574818826774,7.42508846938031,rent12
2,8.56844322048477,13473,0.0190134948562259,0.00621842423837909,7.42476168312396,7.44410196423653,rent12
3,8.66213833359541,15769,0.0278585376459912,0.00605895636409388,7.43360672591373,7.4529470070263,rent12
4,8.72722909216659,11515,0.0143206928767724,0.00626524926586392,7.42006888114451,7.43940916225708,rent12
5,8.79688180955374,9941,0.0405627877064925,0.00650631120840992,7.44631097597423,7.4656512570868,rent12
6,8.86211268571854,12918,0.0316920057745972,0.00624759044276553,7.43744019404233,7.4567804751549,rent12
7,8.90455402226115,11894,0.0396314888390599,0.00632678314406951,7.4453796771068,7.46471995821937,rent12
8,8.9473680606685,9677,0.0524056536351427,0.00667461303482174,7.45815384190288,7.47749412301545,rent12
9,8.99857623529067,11190,0.0310795145588775,0.00638121078114401,7.43682770282661,7.45616798393918,rent12
10,9.06719920948583,10521,0.054317040920496,0.00661243084610058,7.46006522918823,7.4794055103008,rent12
11,9.13103424505413,9821,0.0580211787647975,0.00673550104251431,7.46376936703253,7.4831096481451,rent12
12,9.1989786467931,9387,0.0509990238936295,0.0071329992676132,7.45674721216137,7.47608749327393,rent12
13,9.25199692686662,8200,0.0629775515768231,0.00701078343362405,7.46872573984456,7.48806602095713,rent12
14,9.32609486372595,7845,0.0726126488700122,0.00720617630394722,7.47836083713775,7.49770111825032,rent12
15,9.39721726067269,7999,0.0879266192510752,0.00697473820552914,7.49367480751881,7.51301508863138,rent12
16,9.51570546236723,7522,0.0535052633588776,0.00719109571134613,7.45925345162661,7.47859373273918,rent12
17,9.64395487613518,4748,0.0899344438540813,0.00849257476875726,7.49568263212182,7.51502291323439,rent12
18,9.85741610079299,3815,0.0655713010746631,0.00891928503506546,7.4713194893424,7.49065977045497,rent12
19,10.0604572296007,5034,0.0799571543496331,0.00821680795000214,7.48570534261737,7.50504562372994,rent12
20,10.749779242129,3066,0.0499029092569886,0.00955545160389186,7.45565109752473,7.47499137863729,rent12
1,8.14652520780476,11123,,,7.40574818826774,7.37032333617938,rent21
2,8.56844322048477,13473,0.0413187600789974,0.0070422868640778,7.44706694834673,7.41164209625837,rent21
3,8.66213833359541,15769,0.045899883879907,0.006955875500159,7.45164807214764,7.41622322005928,rent21
4,8.72722909216659,11515,0.0643496400673358,0.00714097903336496,7.47009782833507,7.43467297624671,rent21
5,8.79688180955374,9941,0.0491228042477476,0.00728372160500761,7.45487099251549,7.41944614042713,rent21
6,8.86211268571854,12918,0.0487341848574469,0.00699422194164436,7.45448237312518,7.41905752103682,rent21
7,8.90455402226115,11894,0.0657225412635263,0.00712986451736563,7.47147072953126,7.4360458774429,rent21
8,8.9473680606685,9677,0.0912380248365647,0.00749429285907703,7.4969862131043,7.46156136101594,rent21
9,8.99857623529067,11190,0.0854814980486317,0.00712826044517784,7.49122968631637,7.45580483422801,rent21
10,9.06719920948583,10521,0.131087872338629,0.00743690738125023,7.53683606060637,7.50141120851801,rent21
11,9.13103424505413,9821,0.128185997162938,0.00748575562741951,7.53393418543067,7.49850933334231,rent21
12,9.1989786467931,9387,0.13611359121711,0.00796877715879073,7.54186177948485,7.50643692739649,rent21
13,9.25199692686662,8200,0.141802012361326,0.00782052776964947,7.54755020062906,7.5121253485407,rent21
14,9.32609486372595,7845,0.145912964573027,0.00806286055187039,7.55166115284076,7.5162363007524,rent21
15,9.39721726067269,7999,0.177934884320583,0.00780633664217363,7.58368307258832,7.54825822049996,rent21
16,9.51570546236723,7522,0.148326658516339,0.00799844310190983,7.55407484678408,7.51864999469572,rent21
17,9.64395487613518,4748,0.212443837742106,0.00939143785390563,7.61819202600984,7.58276717392148,rent21
18,9.85741610079299,3815,0.230692784156945,0.00989713511492163,7.63644097242468,7.60101612033632,rent21
19,10.0604572296007,5034,0.226868294099003,0.00907015852042313,7.63261648236674,7.59719163027838,rent21
20,10.749779242129,3066,0.210982790114131,0.010638811648086,7.61673097838187,7.58130612629351,rent21
1,8.14652520780476,11123,,,7.40574818826774,7.42993649493062,rent22
2,8.56844322048477,13473,0.0147823811911239,0.00643152283605916,7.42053056945886,7.44471887612174,rent22
3,8.66213833359541,15769,0.0275954218686154,0.00635627360325279,7.43334361013635,7.45753191679923,rent22
4,8.72722909216659,11515,0.0289383000223716,0.00654974960709664,7.43468648829011,7.45887479495299,rent22
5,8.79688180955374,9941,0.0323116663537195,0.00668131559267874,7.43805985462146,7.46224816128434,rent22
6,8.86211268571854,12918,0.0275079380764516,0.00642324695114371,7.43325612634419,7.45744443300707,rent22
7,8.90455402226115,11894,0.0278952962184118,0.006556075198706,7.43364348448615,7.45783179114903,rent22
8,8.9473680606685,9677,0.0396524424500767,0.00688476444679063,7.44540063071781,7.46958893738069,rent22
9,8.99857623529067,11190,0.0298985133242749,0.00656351084358848,7.43564670159201,7.45983500825489,rent22
10,9.06719920948583,10521,0.0525035581653581,0.00685809509952063,7.4582517464331,7.48244005309597,rent22
11,9.13103424505413,9821,0.0509851089312012,0.00692628953277562,7.45673329719894,7.48092160386182,rent22
12,9.1989786467931,9387,0.0476588090523939,0.00735458528068543,7.45340699732013,7.47759530398301,rent22
13,9.25199692686662,8200,0.0620526773116308,0.00723120784344928,7.46780086557937,7.49198917224225,rent22
14,9.32609486372595,7845,0.0588259798291837,0.00746579507760787,7.46457416809692,7.4887624747598,rent22
15,9.39721726067269,7999,0.0618942138805613,0.00721349839560442,7.4676424021483,7.49183070881118,rent22
16,9.51570546236723,7522,0.0451596318500647,0.00741862349248327,7.4509078201178,7.47509612678068,rent22
17,9.64395487613518,4748,0.0805516748611001,0.00872883931747456,7.48629986312884,7.51048816979172,rent22
18,9.85741610079299,3815,0.0648819205595488,0.00920863292469926,7.47063010882729,7.49481841549017,rent22
19,10.0604572296007,5034,0.0739673070845982,0.0084982595773315,7.47971549535234,7.50390380201521,rent22
20,10.749779242129,3066,0.0465232222540905,0.0100320624301465,7.45227141052183,7.47645971718471,rent22
1,8.07929182657994,221517,,,0.559916394678512,0.635205888658237,white11
2,8.55103694495812,193104,0.0035797653250839,0.00157989475790375,0.563496160003596,0.638785653983321,white11
3,8.67491088154822,205899,0.00479848131676116,0.00156893183548788,0.564714875995274,0.640004369974998,white11
4,8.72616147872458,209153,0.0149862784855605,0.00157650354358654,0.574902673164073,0.650192167143797,white11
5,8.79384798418711,201838,0.00833215766844359,0.00158542789142624,0.568248552346956,0.643538046326681,white11
6,8.86095523126044,236996,0.0163323426193954,0.00152589109389135,0.576248737297908,0.651538231277632,white11
7,8.90835689344135,218729,0.0310933396244797,0.00156439806054253,0.591009734302992,0.666299228282717,white11
8,8.9511986272187,181010,0.0244985207106654,0.0016425631491679,0.584414915389178,0.659704409368902,white11
9,9.00394660628276,209413,0.0296034841116505,0.00158878648886511,0.589519878790163,0.664809372769888,white11
10,9.06486276105804,217870,0.0402583548802368,0.00157172500283996,0.600174749558749,0.675464243538474,white11
11,9.1312184953349,229608,0.0365785987553835,0.00156374659705318,0.596494993433896,0.671784487413621,white11
12,9.19777147374575,177974,0.0434891042052061,0.00167471577091011,0.603405498883718,0.678694992863443,white11
13,9.25010477997376,207550,0.051638400468295,0.00158603347409689,0.611554795146807,0.686844289126532,white11
14,9.31835306693278,202068,0.0572992534578793,0.00161810742941663,0.617215648136392,0.692505142116116,white11
15,9.40340401756095,202378,0.0521692263406669,0.00163096791324339,0.612085621019179,0.687375114998904,white11
16,9.5214598368363,206175,0.0572155259777895,0.00161619657737147,0.617131920656302,0.692421414636027,white11
17,9.65102743394841,170482,0.0609513114307811,0.00172320054161624,0.620867706109293,0.696157200089018,white11
18,9.85487847642766,188192,0.070480805991045,0.00169017291028802,0.630397200669557,0.705686694649282,white11
19,10.0685701829303,164598,0.078400738606648,0.00175245440339094,0.63831713328516,0.713606627264885,white11
20,10.8072731017602,165101,0.0788665624696284,0.00178191960287996,0.638782957148141,0.714072451127865,white11
1,8.07929182657994,221517,,,0.559916394678512,0.650789463515964,white12
2,8.55103694495812,193104,-0.00392220703975957,0.00158351822426323,0.555994187638753,0.646867256476205,white12
3,8.67491088154822,205899,-0.00461130635407756,0.00157672609806931,0.555305088324435,0.646178157161886,white12
4,8.72616147872458,209153,0.00465103805566067,0.00158685409641733,0.564567432734173,0.655440501571625,white12
5,8.79384798418711,201838,-0.00286017685227802,0.00159710196313196,0.557056217826234,0.647929286663686,white12
6,8.86095523126044,236996,0.00424299483065264,0.00154018366760306,0.564159389509165,0.655032458346617,white12
7,8.90835689344135,218729,0.0174066295905712,0.00158158288122177,0.577323024269084,0.668196093106535,white12
8,8.9511986272187,181010,0.0105623543937742,0.00165941436669284,0.570478749072287,0.661351817909738,white12
9,9.00394660628276,209413,0.0159845850789926,0.00160744315414931,0.575900979757505,0.666774048594957,white12
10,9.06486276105804,217870,0.0257367466876602,0.00159271861247447,0.585653141366173,0.676526210203624,white12
11,9.1312184953349,229608,0.0215297765710288,0.00158806270740861,0.581446171249541,0.672319240086993,white12
12,9.19777147374575,177974,0.0263447590899145,0.0017014221988,0.586261153768427,0.677134222605878,white12
13,9.25010477997376,207550,0.035216169592966,0.00161591406852742,0.595132564271478,0.68600563310893,white12
14,9.31835306693278,202068,0.0393885850229707,0.00165118921666578,0.599304979701483,0.690178048538935,white12
15,9.40340401756095,202378,0.0336312948716734,0.00166739792493157,0.593547689550186,0.684420758387638,white12
16,9.5214598368363,206175,0.0371591550694978,0.00165831842732925,0.59707554974801,0.687948618585462,white12
17,9.65102743394841,170482,0.0385854964655539,0.00177186301441978,0.598501891144066,0.689374959981518,white12
18,9.85487847642766,188192,0.0457006815424018,0.00174964668509187,0.605617076220914,0.696490145058366,white12
19,10.0685701829303,164598,0.0505475463237526,0.00182191021572944,0.610463941002265,0.701337009839717,white12
20,10.8072731017602,165101,0.0437437542053651,0.00188669779686725,0.603660148883877,0.694533217721329,white12
1,8.07929182657994,221517,,,0.559916394678512,0.638325290850382,white21
2,8.55103694495812,193104,0.00260507218644711,0.00164950222063853,0.562521466864959,0.640930363036829,white21
3,8.67491088154822,205899,0.00778068784897685,0.00164873102242149,0.567697082527489,0.646105978699359,white21
4,8.72616147872458,209153,0.0124001050143009,0.00165187430962499,0.572316499692813,0.650725395864683,white21
5,8.79384798418711,201838,0.00678418768567535,0.00165405334205453,0.566700582364188,0.645109478536058,white21
6,8.86095523126044,236996,0.0136374686578327,0.00159012745244218,0.573553863336345,0.651962759508215,white21
7,8.90835689344135,218729,0.0284724599923632,0.00163564741212436,0.588388854670875,0.666797750842745,white21
8,8.9511986272187,181010,0.0219862220706498,0.00170716503435724,0.581902616749162,0.660311512921032,white21
9,9.00394660628276,209413,0.0276057392806683,0.00165280000521591,0.587522133959181,0.665931030131051,white21
10,9.06486276105804,217870,0.0371195718720198,0.00163880131953522,0.597035966550532,0.675444862722402,white21
11,9.1312184953349,229608,0.0317938222460264,0.00163415719011908,0.591710216924539,0.670119113096409,white21
12,9.19777147374575,177974,0.038302518854494,0.00174561177818042,0.598218913533006,0.676627809704876,white21
13,9.25010477997376,207550,0.0466502423021899,0.00165355335497199,0.606566636980702,0.684975533152572,white21
14,9.31835306693278,202068,0.0511487867085209,0.0016839286802484,0.611065181387033,0.689474077558903,white21
15,9.40340401756095,202378,0.0460833370290548,0.00169946116301247,0.605999731707567,0.684408627879437,white21
16,9.5214598368363,206175,0.0525355836322323,0.00168217225887578,0.612451978310745,0.690860874482615,white21
17,9.65102743394841,170482,0.0575449108082641,0.00179371114422441,0.617461305486776,0.695870201658646,white21
18,9.85487847642766,188192,0.0664943242363926,0.00175661692200037,0.626410718914905,0.704819615086775,white21
19,10.0685701829303,164598,0.0759422926337455,0.00181734491451547,0.635858687312258,0.714267583484128,white21
20,10.8072731017602,165101,0.0723290014221824,0.00185946274164414,0.632245396100695,0.710654292272565,white21
1,8.07929182657994,221517,,,0.559916394678512,0.653372020184371,white22
2,8.55103694495812,193104,-0.00468869317935608,0.00165315072593761,0.555227701499156,0.648683327005015,white22
3,8.67491088154822,205899,-0.00171680901480742,0.00165683405898919,0.558199585663705,0.651655211169564,white22
4,8.72616147872458,209153,0.00228546164875544,0.00166214444934368,0.562201856327268,0.655657481833127,white22
5,8.79384798418711,201838,-0.00416770137480593,0.00166584084286592,0.555748693303706,0.649204318809565,white22
6,8.86095523126044,236996,0.00149770275974146,0.00160504008952297,0.561414097438254,0.654869722944113,white22
7,8.90835689344135,218729,0.0147341663840993,0.00165343687694844,0.574650561062612,0.66810618656847,white22
8,8.9511986272187,181010,0.00808295184078091,0.00172489966651301,0.567999346519293,0.661454972025152,white22
9,9.00394660628276,209413,0.0144061719266441,0.00167175020587586,0.574322566605156,0.667778192111015,white22
10,9.06486276105804,217870,0.0227896578559187,0.00166035693025305,0.582706052534431,0.67616167804029,white22
11,9.1312184953349,229608,0.0169930054908513,0.00165876897440553,0.576909400169364,0.670365025675222,white22
12,9.19777147374575,177974,0.0215796253838565,0.00177262951119594,0.581496020062369,0.674951645568228,white22
13,9.25010477997376,207550,0.0308411781878779,0.00168325369063597,0.59075757286639,0.684213198372249,white22
14,9.31835306693278,202068,0.034128156842813,0.00171644878515358,0.594044551521325,0.687500177027184,white22
15,9.40340401756095,202378,0.0282561000602468,0.00173550050283589,0.588172494738759,0.681628120244618,white22
16,9.5214598368363,206175,0.0334027344376898,0.00172383820853692,0.593319129116202,0.686774754622061,white22
17,9.65102743394841,170482,0.0362850254007086,0.00184114295445537,0.596201420079221,0.68965704558508,white22
18,9.85487847642766,188192,0.0430745488574216,0.00181444307390722,0.602990943535934,0.696446569041793,white22
19,10.0685701829303,164598,0.0497376856065579,0.00188472103262852,0.60965408028507,0.703109705790929,white22
20,10.8072731017602,165101,0.0398363915610465,0.00195771153496786,0.599752786239559,0.693208411745418,white22
1,8.08061437241292,213162,,,4.29509036914001,4.20491207562338,log_income11
2,8.55105073628423,186542,-0.00175439916805995,0.00201409729276708,4.29333596997195,4.20315767645532,log_income11
3,8.67489005068021,198959,0.0186140117626218,0.00200022938549438,4.31370438090263,4.223526087386,log_income11
4,8.72616912912971,202352,0.0265349553034852,0.0020089222140957,4.32162532444349,4.23144703092687,log_income11
5,8.7938626766224,194459,0.0335694261340925,0.00202244600145887,4.3286597952741,4.23848150175747,log_income11
6,8.86097162540661,228469,0.0557512029814419,0.00194619673294962,4.35084157212145,4.26066327860482,log_income11
7,8.90836246849839,211094,0.068727389911112,0.00199534865233205,4.36381775905112,4.27363946553449,log_income11
8,8.95120698976894,174527,0.0645511861550647,0.00209495780845059,4.35964155529507,4.26946326177845,log_income11
9,9.00394694732009,201790,0.0770064863843829,0.00202631882290627,4.37209685552439,4.28191856200776,log_income11
10,9.0648621757987,210267,0.0966383944733913,0.00200424950415349,4.3917287636134,4.30155047009677,log_income11
11,9.13123595509028,221691,0.117631833617739,0.00199414155315454,4.41272220275775,4.32254390924112,log_income11
12,9.19776961433484,171714,0.139545956029433,0.00213569259827737,4.43463632516944,4.34445803165281,log_income11
13,9.25010188035234,200269,0.175092772918494,0.00202265099958109,4.4701831420585,4.38000484854187,log_income11
14,9.31835033018484,194952,0.193194557065128,0.0020634335583475,4.48828492620514,4.39810663268851,log_income11
15,9.40338124554148,195663,0.218388326434657,0.00207916899729564,4.51347869557467,4.42330040205804,log_income11
16,9.52143250808782,198914,0.244756905519272,0.00206099096969674,4.53984727465928,4.44966898114265,log_income11
17,9.65098348024738,164446,0.266496540532579,0.00219759347642069,4.56158690967259,4.47140861615596,log_income11
18,9.85480775403601,181503,0.294927641072307,0.0021553394827772,4.59001801021232,4.49983971669569,log_income11
19,10.0685333332627,158914,0.333217056451935,0.00223421852749214,4.62830742559194,4.53812913207532,log_income11
20,10.8075837953873,159730,0.375666567107046,0.00227070634129593,4.67075693624705,4.58057864273043,log_income11
1,8.08061437241292,213162,,,4.29509036914001,4.31461611407075,log_income12
2,8.55105073628423,186542,-0.00575689946797871,0.0018662201761144,4.28933346967203,4.30885921460277,log_income12
3,8.67489005068021,198959,-0.00627634463706924,0.00185832064739829,4.28881402450294,4.30833976943368,log_income12
4,8.72616912912971,202352,-0.00128963018002921,0.00186935859068777,4.29380073895998,4.31332648389072,log_income12
5,8.7938626766224,194459,0.00113845956025449,0.00188338801854101,4.29622882870026,4.315754573631,log_income12
6,8.86097162540661,228469,0.00198712779478494,0.0018159615166824,4.29707749693479,4.31660324186553,log_income12
7,8.90836246849839,211094,0.00889836013912283,0.00186482545989486,4.30398872927913,4.32351447420987,log_income12
8,8.95120698976894,174527,0.00527116524194583,0.00195654686636426,4.30036153438195,4.31988727931269,log_income12
9,9.00394694732009,201790,0.00430646950846049,0.00189521439557982,4.29939683864847,4.31892258357921,log_income12
10,9.0648621757987,210267,0.00760338107427142,0.00187755093414679,4.30269375021428,4.32221949514502,log_income12
11,9.13123595509028,221691,0.0158404725433702,0.00187212522748439,4.31093084168338,4.33045658661412,log_income12
12,9.19776961433484,171714,0.0205470450638133,0.00200580192461103,4.31563741420382,4.33516315913456,log_income12
13,9.25010188035234,200269,0.0318191123467748,0.00190505339224167,4.32690948148678,4.34643522641752,log_income12
14,9.31835033018484,194952,0.039770001685868,0.00194647381364685,4.33486037082588,4.35438611575661,log_income12
15,9.40338124554148,195663,0.0437161497740485,0.001964985846161,4.33880651891406,4.35833226384479,log_income12
16,9.52143250808782,198914,0.0538285175934742,0.00195488756063631,4.34891888673348,4.36844463166422,log_income12
17,9.65098348024738,164446,0.0570319994465378,0.00208888715886267,4.35212236858655,4.37164811351728,log_income12
18,9.85480775403601,181503,0.0651909516486937,0.00206262449926241,4.3602813207887,4.37980706571944,log_income12
19,10.0685333332627,158914,0.0776689323437057,0.00214729867947815,4.37275930148371,4.39228504641445,log_income12
